Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
svdd_decision_templates_agg_des,0.5,0.4166666666666667,0.5084745762711864,0.5084745762711864,0.5084745762711864,0.4884180790960452,0.03602553348458724
parzen_ecoc_agg,0.55,0.2,0.5423728813559322,0.1694915254237288,0.22033898305084745,0.33644067796610166,0.17203682054794522
parzen_max_agg_desthr,0.4666666666666667,0.4666666666666667,0.559322033898305,0.6271186440677966,0.5254237288135594,0.5290395480225989,0.060548104574280955
svdd_max_agg,0.6333333333333333,0.6333333333333333,0.5084745762711864,0.5423728813559322,0.576271186440678,0.5787570621468927,0.04945048991457357
kmeans_max_agg,0.55,0.4666666666666667,0.4745762711864407,0.5423728813559322,0.5423728813559322,0.5151977401129944,0.03658836624937972
kmeans_decision_templates_agg_desthr,0.6,0.5333333333333333,0.576271186440678,0.5932203389830508,0.5084745762711864,0.5622598870056497,0.03552122572628789
parzen_decision_templates_agg,0.36666666666666664,0.35,0.3559322033898305,0.3898305084745763,0.4406779661016949,0.38062146892655363,0.03296531498536017
svdd_ecoc_agg,0.4666666666666667,0.5333333333333333,0.4915254237288136,0.2033898305084746,0.3728813559322034,0.4135593220338983,0.11753367938121267
svdd_max_agg_desthr,0.6333333333333333,0.6166666666666667,0.559322033898305,0.576271186440678,0.559322033898305,0.5889830508474575,0.030510566992485468
svdd_ecoc_agg_des,0.4666666666666667,0.5333333333333333,0.5084745762711864,0.2542372881355932,0.2033898305084746,0.39322033898305087,0.13686596641931434
kmeans_ecoc_agg_des,0.48333333333333334,0.5,0.5423728813559322,0.5254237288135594,0.5084745762711864,0.5119209039548023,0.020400409439249728
svdd_decision_templates_agg,0.5333333333333333,0.48333333333333334,0.5254237288135594,0.576271186440678,0.559322033898305,0.5355367231638417,0.031803644434111496
kmeans_decision_templates_agg_des,0.5666666666666667,0.48333333333333334,0.4745762711864407,0.559322033898305,0.5084745762711864,0.5184745762711864,0.03808663943121265
svdd_decision_templates_agg_desthr,0.5666666666666667,0.48333333333333334,0.5423728813559322,0.576271186440678,0.5423728813559322,0.5422033898305085,0.03232586483350249
parzen_decision_templates_agg_des,0.38333333333333336,0.35,0.3559322033898305,0.423728813559322,0.4576271186440678,0.3941242937853107,0.04106353675561053
parzen_ecoc_agg_des,0.31666666666666665,0.15,0.1864406779661017,0.22033898305084745,0.15254237288135594,0.20519774011299435,0.06136087420660471
kmeans_max_agg_des,0.5666666666666667,0.4666666666666667,0.4745762711864407,0.5423728813559322,0.5254237288135594,0.515141242937853,0.038723280891512384
kmeans_max_agg_desthr,0.5666666666666667,0.5,0.576271186440678,0.6271186440677966,0.5423728813559322,0.5624858757062147,0.041698742800448114
parzen_decision_templates_agg_desthr,0.4666666666666667,0.4166666666666667,0.5084745762711864,0.5423728813559322,0.4915254237288136,0.4851412429378531,0.04216809269756523
kmeans_decision_templates_agg,0.5833333333333334,0.5,0.5254237288135594,0.576271186440678,0.6101694915254238,0.5590395480225989,0.04029163690322132
kmeans_ecoc_agg,0.38333333333333336,0.43333333333333335,0.5423728813559322,0.5423728813559322,0.423728813559322,0.46502824858757064,0.06534317806958619
svdd_max_agg_des,0.6333333333333333,0.65,0.5084745762711864,0.5423728813559322,0.559322033898305,0.5787005649717514,0.0542130360091098
parzen_max_agg,0.4166666666666667,0.38333333333333336,0.4406779661016949,0.4576271186440678,0.4915254237288136,0.4379661016949153,0.036608512901070686
parzen_ecoc_agg_desthr,0.23333333333333334,0.15,0.22033898305084745,0.2033898305084746,0.15254237288135594,0.19192090395480227,0.03453156150748057
kmeans_ecoc_agg_desthr,0.5,0.5833333333333334,0.559322033898305,0.559322033898305,0.5423728813559322,0.5488700564971751,0.02770090547374297
svdd_ecoc_agg_desthr,0.5166666666666667,0.5166666666666667,0.559322033898305,0.423728813559322,0.13559322033898305,0.4303954802259887,0.153922258520667
parzen_max_agg_des,0.4166666666666667,0.38333333333333336,0.4406779661016949,0.4915254237288136,0.4915254237288136,0.4447457627118644,0.042315818450956506
