70,-30,107,0,60,-13,37,47,10,3
57,10,76,12,-4,0,19,81,62,4
56,0,92,0,0,1,36,92,56,4
55,0,81,-2,-12,0,26,94,68,4
55,-4,76,0,-18,0,21,94,74,4
56,0,98,0,46,6,42,51,10,4
55,0,92,-2,24,-6,37,69,32,4
102,2,102,0,70,-5,1,33,32,5
55,0,77,0,28,2,21,48,28,4
55,0,77,0,-28,-17,22,106,84,4
49,2,106,0,46,-10,58,60,2,1
53,-1,79,0,52,-5,26,27,2,1
102,0,103,2,70,-6,1,33,32,5
52,1,91,0,52,0,39,39,0,1
43,4,81,0,42,0,38,39,2,1
41,0,76,0,38,-5,35,37,2,1
45,3,84,0,44,0,38,40,2,1
43,0,77,7,42,-7,34,35,2,1
49,0,95,0,46,-24,47,49,2,1
44,0,80,-4,44,1,36,36,0,1
84,1,87,0,-2,0,3,90,86,5
37,0,77,0,34,19,40,44,4,1
49,0,79,1,50,7,30,30,0,1
64,0,111,3,64,23,46,46,0,1
48,4,90,0,46,0,42,43,2,1
42,2,78,-1,42,0,36,37,2,1
56,0,81,0,56,15,25,24,0,1
38,3,77,0,38,5,39,38,0,1
46,4,81,0,46,6,35,34,0,1
56,-5,98,0,44,4,42,54,12,4
53,1,86,0,52,-16,33,34,2,1
43,0,81,5,42,0,38,40,2,1
55,0,92,0,-2,-13,36,94,58,4
37,0,78,0,16,5,41,63,22,1
45,0,81,0,44,-20,35,37,2,1
38,1,102,-5,34,0,65,69,4,1
39,-4,86,0,38,0,46,47,0,1
53,0,86,0,52,-16,33,34,2,1
37,0,93,0,10,-6,56,83,28,1
55,0,93,0,0,-4,38,93,56,4
37,0,84,0,26,-1,47,58,10,1
49,0,85,0,50,19,36,36,0,1
45,-2,77,0,44,-20,32,34,2,1
40,-2,106,0,38,0,66,67,2,1
49,0,83,0,50,1,34,33,0,1
55,0,95,0,50,3,40,46,6,4
47,0,87,-7,46,0,40,41,0,1
37,0,91,-2,6,0,54,86,32,1
37,-1,102,0,36,6,65,66,2,1
38,2,79,0,38,20,41,40,0,1
56,0,97,2,54,0,41,43,2,1
38,-4,86,0,38,0,48,48,0,1
41,-3,79,0,42,0,38,38,0,1
105,0,106,8,70,0,2,36,34,5
46,-2,83,0,46,0,36,36,0,1
82,3,86,5,-40,0,5,128,124,5
41,0,87,3,42,27,46,46,0,1
37,0,105,3,18,0,68,87,18,1
56,0,97,0,42,20,41,55,14,4
44,2,81,0,44,1,37,37,0,1
41,0,97,0,42,29,56,55,0,1
48,-1,84,0,46,-3,36,38,2,1
79,-1,83,0,-40,0,4,125,120,5
37,3,76,6,34,0,39,43,4,1
84,0,88,0,2,0,3,85,82,5
81,1,86,0,-40,2,4,127,122,5
44,0,76,0,44,2,32,32,0,1
43,1,79,0,42,0,37,38,2,1
46,3,79,0,46,16,33,32,0,1
46,0,88,-4,46,16,43,42,0,1
45,0,81,-3,44,0,36,37,2,1
53,0,87,3,52,-5,34,35,2,1
37,0,93,0,10,-9,56,83,28,1
37,0,76,0,34,10,39,42,2,1
49,-3,107,0,46,-30,58,60,2,1
45,4,108,0,44,0,63,64,2,1
37,0,106,0,26,1,68,80,12,1
48,1,83,-1,46,0,34,36,2,1
41,0,79,-1,38,-5,39,41,2,1
43,0,108,-5,42,-16,64,66,2,1
44,0,87,0,44,1,43,43,0,1
47,0,88,6,46,0,42,42,0,1
55,0,93,0,20,0,38,73,34,4
50,-2,84,0,50,0,34,35,0,1
37,0,76,-4,36,0,39,40,0,1
56,2,98,0,42,21,42,57,14,4
37,5,75,0,36,0,38,39,0,1
55,0,77,-1,54,0,22,23,0,1
55,0,96,0,50,5,41,47,6,4
52,4,86,0,52,0,34,34,0,1
41,0,79,0,38,-17,38,40,2,1
39,0,77,3,38,0,38,39,0,1
45,0,79,0,44,-27,33,35,2,1
47,-1,84,0,46,0,37,38,0,1
43,-1,77,0,42,-15,34,35,2,1
43,0,83,2,44,22,40,39,0,1
56,0,76,0,-2,6,20,79,58,4
45,-1,86,0,44,-8,41,42,2,1
43,-4,77,1,42,-20,34,36,2,1
46,-4,81,0,46,0,34,34,0,1
37,0,76,0,30,-5,39,45,6,1
51,0,84,0,52,24,34,33,0,1
43,0,87,0,42,-9,44,46,2,1
37,0,77,0,2,3,40,74,34,1
37,0,78,0,16,26,41,63,22,1
45,0,80,0,44,-13,35,36,2,1
102,0,103,0,72,13,1,31,30,5
55,0,92,0,34,-24,37,59,22,4
41,-5,78,0,42,3,37,37,0,1
51,-4,88,0,52,0,36,36,0,1
49,0,107,0,50,19,58,58,0,1
37,0,105,0,24,7,68,82,14,1
42,-1,83,0,42,0,42,42,0,1
55,0,78,0,8,-12,23,70,48,4
37,3,75,0,18,-6,38,57,18,1
37,0,80,0,12,5,43,67,24,1
56,5,99,3,38,0,43,60,18,4
44,-2,108,0,44,0,63,64,0,1
51,0,84,0,52,2,33,32,0,1
79,0,83,0,-40,0,4,124,120,5
47,-908,86,-1,46,0,39,39,0,1
42,-2,83,0,42,0,42,42,0,1
41,1,80,0,38,0,39,41,2,1
51,2,83,-1,50,-1,32,33,2,1
44,2,86,0,44,5,42,42,0,1
37,0,93,0,16,21,55,77,22,1
41,0,78,0,42,17,37,37,0,1
41,0,76,-5,38,0,35,37,2,1
40,-4,81,0,38,0,41,43,2,1
85,-4,88,0,2,2,3,86,82,5
38,1,109,-3,38,0,71,71,0,1
42,0,86,3,42,0,44,44,0,1
82,1,86,3,-40,5,5,128,124,5
85,-1,88,0,2,-8,3,86,82,5
102,0,103,3,70,-1,1,33,32,5
58,-1,79,0,56,0,21,22,0,1
37,5,76,0,36,2,39,40,0,1
44,3,93,0,44,10,50,50,0,1
55,-1,78,0,18,29,23,60,38,4
55,0,78,0,42,-1,23,37,14,4
53,0,102,0,54,6,49,48,0,1
53,0,88,5,52,-20,35,36,2,1
37,0,80,-5,36,0,43,44,0,1
56,0,79,0,12,18,23,66,42,4
44,1,81,0,44,5,38,37,0,1
55,0,95,0,52,9,40,44,4,4
43,-1,83,-3,42,-6,40,42,2,1
37,0,107,0,36,0,69,71,2,1
37,0,77,-1,-18,-4,40,95,54,1
55,0,82,-4,-24,0,26,108,82,4
55,-1,93,0,54,0,38,39,0,1
46,2,80,0,46,2,34,34,0,1
67,4,112,0,68,2,45,45,0,1
51,-2,77,0,52,0,26,25,0,1
37,0,76,0,36,-13,39,40,2,1
85,0,88,0,2,17,3,86,82,5
48,-2,87,0,46,-8,39,41,2,1
53,-2,80,-2,54,-3,27,26,0,1
56,0,77,-5,24,-2,22,54,32,4
44,2,108,-1,44,7,64,64,0,1
41,0,81,5,38,0,40,42,2,1
52,1,87,-6,52,0,35,35,0,1
56,5,97,0,52,6,40,45,4,4
55,0,92,3,46,0,37,46,8,4
37,0,76,0,36,2,38,39,2,1
48,4,81,1,46,0,32,34,2,1
55,-1,98,0,52,2,42,46,4,4
46,0,88,2,46,0,41,41,0,1
43,-3,86,-1,44,8,42,42,0,1
37,0,76,1,26,-12,40,50,10,1
49,2,95,0,46,-12,47,49,2,1
53,2,79,0,54,3,25,24,0,1
37,0,81,0,34,17,45,48,2,1
37,0,104,-1,28,1,67,76,8,1
56,-1,92,0,56,0,36,35,0,1
45,0,76,0,46,8,30,29,0,1
44,0,84,0,44,8,40,40,0,1
55,0,78,-5,8,0,23,70,48,4
47,1,77,-7,46,0,30,31,0,1
45,0,82,-5,44,0,37,38,0,1
38,0,81,0,36,-24,43,44,2,1
49,3,82,0,50,25,33,33,0,1
53,-1,87,0,52,-21,34,35,2,1
56,0,77,0,46,12,22,31,10,4
56,0,76,0,-12,14,20,89,68,4
37,0,76,0,24,-2,39,53,14,1
56,0,86,0,56,12,31,30,0,1
41,0,86,-5,38,-7,46,48,2,1
42,4,83,-5,42,0,41,41,0,1
52,-1,88,0,52,-6,35,36,0,1
56,0,79,0,54,-7,23,24,2,1
102,0,103,0,70,-10,1,33,32,5
53,3,81,0,54,24,28,26,0,1
45,0,78,-5,44,-21,33,34,2,1
41,-5,77,8,38,-20,36,38,2,1
45,0,76,0,44,-23,31,32,2,1
56,0,77,0,-20,-5,21,97,76,4
37,0,75,0,26,16,38,49,12,1
37,0,79,0,2,19,42,76,34,1
48,-1,76,-1,46,-1,28,30,2,1
56,0,96,0,54,-1,40,42,2,1
55,0,95,0,34,-13,40,62,22,4
37,-2,77,1,0,4,40,77,36,1
37,0,77,0,38,31,39,38,0,1
37,0,86,6,36,0,50,50,0,1
55,0,77,0,6,-22,22,72,50,4
53,0,83,5,54,4,30,29,0,1
55,0,77,0,10,1,21,66,46,4
47,0,81,2,46,0,33,34,0,1
51,1,81,0,50,-4,30,32,2,1
37,0,77,0,26,18,40,51,12,1
49,0,87,0,50,0,38,38,0,1
55,0,93,0,16,4,38,78,40,4
55,0,77,0,28,9,21,48,28,4
55,0,82,0,-18,19,26,100,74,4
56,5,97,0,50,3,41,48,8,4
41,0,79,6,42,8,38,38,0,1
47,-2,83,0,46,0,36,37,0,1
44,0,84,0,42,-16,40,43,2,1
37,0,78,0,24,29,41,55,14,1
53,0,87,0,52,-6,34,35,2,1
55,0,96,0,46,20,41,50,8,4
76,2,81,0,-40,0,4,122,118,5
56,1,86,3,56,4,31,30,0,1
37,-1,76,0,20,-1,39,55,16,1
37,-1,77,-5,8,-14,41,70,28,1
47,0,87,-5,46,0,40,41,0,1
46,0,77,0,44,-19,32,34,2,1
49,-5,89,0,46,-30,40,42,2,1
37,0,82,0,36,22,45,46,2,1
76,0,80,-5,-40,0,4,121,118,5
52,-3,81,0,52,-2,29,30,0,1
56,0,89,0,56,3,33,32,0,1
49,0,111,0,50,0,62,62,0,1
42,-1,90,0,42,0,47,48,2,1
55,0,94,-4,50,0,39,45,6,4
43,0,81,4,44,28,37,37,0,1
37,0,77,0,24,-14,40,54,14,1
55,0,83,6,-32,-7,27,116,90,4
37,0,95,-5,16,5,58,79,22,1
56,5,97,0,36,0,40,60,20,4
37,0,79,0,6,16,42,74,32,1
47,5,84,0,46,0,38,38,0,1
37,5,76,0,36,1,39,39,0,1
55,0,81,0,-6,17,25,88,64,4
37,0,84,2,24,-14,47,61,14,1
43,0,79,0,44,24,35,35,0,1
43,0,76,0,42,-14,33,35,2,1
56,2,91,0,56,16,35,34,0,1
46,0,77,6,46,2,32,31,0,1
54,-3,83,-1,54,0,28,28,0,1
85,0,88,-587,0,0,3,88,84,5
85,0,88,0,6,-1,3,83,80,5
37,0,91,0,18,7,53,73,20,1
37,0,77,0,8,13,40,70,30,1
41,0,83,8,42,5,42,42,0,1
106,0,107,-1,72,3,1,35,34,5
37,0,107,0,28,12,69,78,8,1
45,0,86,6,44,-1,41,42,2,1
54,-1,81,-5,54,-7,27,27,0,1
55,0,96,6,38,0,41,57,16,4
56,0,97,0,38,5,41,58,18,4
46,-4,79,0,46,0,33,32,0,1
42,-3,79,0,42,0,37,38,2,1
37,0,98,0,28,-4,61,70,8,1
38,0,102,0,34,-8,65,69,4,1
47,0,78,-7,46,0,31,32,0,1
55,1,88,1,54,0,32,33,2,1
40,0,89,0,38,0,49,50,2,1
53,3,81,0,52,-4,28,30,2,1
55,0,79,0,18,3,23,61,38,4
37,0,79,0,10,-21,42,68,26,1
44,-1,85,1,44,0,41,41,0,1
37,0,97,0,30,-3,60,66,6,1
37,0,76,0,28,16,39,47,8,1
76,0,80,-7,-42,-11,4,124,120,5
47,0,86,2,46,0,38,39,0,1
42,0,77,-1,42,0,35,36,0,1
123,1409,105,1,36,-5,-18,69,86,5
56,0,97,0,46,27,41,50,10,4
37,0,77,0,26,-13,40,51,10,1
56,0,95,0,50,27,40,46,6,4
45,0,93,0,44,-8,48,50,2,1
44,0,77,-1,44,2,33,33,0,1
38,0,79,0,38,5,42,41,0,1
56,0,79,-5,8,0,23,71,48,4
47,0,88,4,46,0,41,41,0,1
37,2,77,0,-22,1,41,101,60,1
37,0,77,0,8,17,40,69,28,1
45,0,87,6,46,15,42,41,0,1
37,1,82,0,36,0,45,46,0,1
37,0,79,0,2,20,42,76,34,1
44,1,79,-1,44,0,35,35,0,1
42,3,79,8,42,0,37,38,0,1
45,0,86,-4,46,19,41,40,0,1
53,0,88,0,52,-27,35,37,2,1
44,-2,86,3,44,0,42,42,0,1
39,0,86,5,38,0,47,48,0,1
43,-4,85,0,42,-19,42,44,2,1
55,0,78,0,8,18,23,70,48,4
56,1,80,0,56,14,24,23,0,1
38,0,106,0,38,0,68,67,0,1
48,0,88,3,50,31,40,39,0,1
49,5,80,0,50,5,31,31,0,1
37,0,95,0,18,24,58,77,18,1
56,5,96,0,52,0,40,44,4,4
56,0,77,0,-18,-4,21,95,74,4
55,4,77,0,28,0,21,48,28,4
41,0,81,0,38,-19,41,43,2,1
49,-5,86,0,50,6,38,37,0,1
37,0,76,0,36,-5,38,39,2,1
51,1,102,0,50,0,51,53,2,1
47,2,90,8,46,0,43,44,0,1
43,0,81,2,42,-5,38,40,2,1
45,0,81,0,44,-23,35,37,2,1
45,0,86,-1,44,-13,41,42,2,1
56,0,96,7,52,0,40,44,4,4
38,0,77,0,38,9,39,38,0,1
41,-2,108,0,38,-13,67,69,2,1
46,0,84,-2,46,-3,38,37,0,1
45,0,79,0,44,-23,33,35,2,1
38,3,77,0,38,0,39,38,0,1
55,0,79,0,20,-1,23,58,34,4
55,0,98,0,52,16,42,46,4,4
57,3,88,0,56,0,31,31,0,1
82,0,85,0,-6,17,3,93,90,5
37,0,76,-1,28,-4,39,47,8,1
56,0,76,0,-14,-23,20,92,72,4
45,-2,81,0,46,11,35,34,0,1
38,-1,91,-2,6,-7,53,86,32,1
55,0,77,0,12,-13,22,65,42,4
40,-2,86,0,38,0,46,47,2,1
45,0,85,0,46,21,40,39,0,1
55,0,83,3,54,0,28,29,0,1
37,0,93,0,16,7,55,77,22,1
46,-4,78,-1,46,0,32,32,0,1
41,1,86,0,38,-7,46,48,2,1
46,-4,86,0,46,0,41,40,0,1
56,0,79,-1,6,-4,23,74,50,4
56,5,99,0,50,0,43,50,6,4
46,0,85,-2,46,7,39,39,0,1
55,3,96,7,50,0,41,47,6,4
61,0,111,0,60,-8,50,52,2,1
52,0,78,-1,52,0,26,26,0,1
44,0,87,0,44,22,43,43,0,1
37,0,95,0,16,0,58,79,22,1
37,0,103,0,30,-6,66,72,6,1
37,0,77,3,28,0,41,49,8,1
55,0,77,0,6,-8,22,72,50,4
37,0,79,0,10,-10,42,68,26,1
37,0,108,2,34,-30,71,75,4,1
43,0,83,0,42,-14,39,41,2,1
37,-4,80,0,34,1,43,46,4,1
55,0,79,0,20,-4,23,58,34,4
37,0,77,0,20,19,41,57,16,1
37,-2,77,3,38,11,40,39,0,1
37,0,77,2,12,0,40,64,24,1
55,0,77,0,-28,24,22,106,84,4
45,0,78,-4,46,20,33,32,0,1
37,0,97,-6,26,-5,60,71,12,1
37,0,106,14,28,0,69,78,8,1
37,0,77,0,0,-5,40,77,36,1
45,1,76,2,44,0,31,32,2,1
37,0,95,0,10,23,58,84,26,1
37,0,79,0,30,11,43,48,6,1
37,0,104,0,20,-22,67,84,16,1
55,0,77,0,-20,-14,21,97,76,4
56,3,86,0,56,14,31,30,0,1
41,0,76,0,38,-20,35,37,2,1
37,0,77,0,28,6,40,48,8,1
37,0,109,1,26,0,71,83,12,1
45,0,86,8,44,-2,41,42,2,1
41,2,78,0,42,23,37,37,0,1
55,0,78,4,10,14,23,68,46,4
37,0,84,0,30,10,47,53,6,1
48,0,88,1,46,0,39,41,2,1
42,0,81,0,42,315,39,40,0,1
38,0,107,3,38,0,69,68,0,1
46,0,79,2,46,8,34,33,0,1
47,1,86,-2,46,0,39,39,0,1
44,0,75,-7,44,2,31,31,0,1
37,0,77,3,36,3,41,41,0,1
37,0,106,0,26,-30,69,80,12,1
55,0,83,-1,54,0,28,28,0,1
39,1,97,0,38,0,58,58,0,1
45,2,87,6,44,0,42,43,2,1
49,0,80,0,50,28,31,31,0,1
45,0,80,0,46,20,35,34,0,1
43,-1,76,0,44,25,32,32,0,1
42,4,108,0,42,0,66,67,2,1
56,2,82,0,54,-12,26,28,2,1
37,0,76,0,26,13,40,50,10,1
37,0,103,0,18,-7,66,85,20,1
49,-1,106,0,50,0,57,57,0,1
50,5,85,0,50,0,35,36,0,1
37,0,80,0,20,-5,43,59,16,1
50,4,81,-4,50,0,31,32,0,1
37,-5,97,0,34,3,61,64,2,1
42,-2,97,1,42,0,56,56,0,1
43,0,87,8,42,-9,44,46,2,1
37,0,77,-7,26,-1,40,51,10,1
63,2,111,5,62,0,48,49,2,1
49,0,82,0,50,27,33,33,0,1
47,5,78,-2,46,0,31,32,0,1
37,0,90,0,20,5,53,70,16,1
37,0,77,-1,34,-3,40,43,4,1
40,-2,80,2,38,0,40,41,2,1
37,0,76,3,36,0,40,40,0,1
71,-33,107,0,60,-21,36,47,12,3
37,0,81,-4,36,0,44,44,0,1
37,0,103,0,30,16,66,72,6,1
47,0,89,-7,46,0,42,42,0,1
37,0,80,0,12,2,43,67,24,1
37,0,78,0,16,-19,42,63,22,1
38,0,79,0,38,8,41,40,0,1
37,0,76,0,26,-2,40,50,10,1
53,5,81,0,54,4,28,27,0,1
56,-5,85,1,56,0,29,28,0,1
46,0,83,-7,46,0,37,37,0,1
41,0,79,-4,42,7,38,37,0,1
40,-5,80,6,38,0,40,41,2,1
37,0,76,1,34,2,40,43,2,1
46,-3,108,0,46,0,62,62,0,1
37,0,77,6,34,-16,40,43,2,1
40,-2,108,0,38,0,68,69,2,1
46,0,85,0,46,14,39,39,0,1
51,0,81,0,52,3,29,29,0,1
45,0,77,0,46,21,31,30,0,1
37,0,77,0,24,9,40,54,14,1
51,0,82,3,52,16,31,30,0,1
46,0,90,0,46,1,44,44,0,1
37,0,82,0,18,7,45,64,18,1
39,1,93,-3,38,0,54,55,0,1
44,2,79,0,42,-18,35,37,2,1
50,-2,80,0,50,0,30,31,2,1
