2,5
7,7
7,7
7,7
7,7
7,1
7,7
7,7
7,8
7,1
7,1
7,7
7,1
7,6
7,1
7,8
9,1
7,7
7,7
7,7
7,7
7,3
7,8
7,8
7,1
7,9
7,7
7,7
7,7
7,7
3,8
3,8
3,8
9,8
7,7
7,7
7,1
7,1
7,1
7,7
7,8
7,1
7,7
7,1
8,1
8,8
8,1
8,8
8,1
8,1
8,1
8,1
8,8
8,8
8,8
8,1
7,1
8,8
8,8
7,7
8,8
8,8
8,8
1,1
1,8
7,6
1,1
7,7
8,1
7,7
7,7
7,7
7,7
1,1
1,1
5,1
1,8
1,1
1,8
1,1
1,8
1,7
5,1
1,6
5,6
1,1
1,1
1,1
1,1
1,1
5,6
5,1
1,7
1,1
1,8
7,1
8,8
8,1
8,1
8,7
7,1
7,7
1,8
5,5
1,7
8,1
8,7
8,1
8,7
8,7
8,8
8,1
1,8
8,1
8,1
8,1
1,8
5,3
8,8
8,8
8,1
8,8
1,1
1,7
1,1
8,8
1,1
8,8
8,1
8,1
8,1
8,8
8,8
8,1
8,8
1,1
1,1
1,1
8,8
8,1
8,8
3,7
8,1
9,7
8,8
8,1
8,8
8,8
8,7
8,6
8,1
8,1
8,8
8,8
8,8
8,1
8,8
8,1
8,1
8,1
8,1
8,1
8,8
1,8
1,8
1,8
1,8
1,8
1,1
1,1
1,1
1,1
1,1
1,1
8,8
8,8
3,7
6,8
3,4
8,8
6,6
6,6
1,1
6,6
1,8
1,1
8,8
8,8
8,8
1,8
8,1
3,4
8,1
1,8
1,8
1,8
6,6
1,1
1,8
1,8
8,1
8,8
8,8
8,1
6,6
1,1
6,6
8,1
1,8
1,1
1,1
1,1
1,8
1,1
1,1
1,1
1,7
1,7
8,8
8,1
1,1
1,1
1,8
1,8
8,3
8,8
1,1
1,7
1,8
1,1
1,8
1,1
1,8
1,8
1,1
1,8
1,1
1,1
1,1
1,8
1,1
1,1
1,1
1,8
1,8
1,1
1,1
1,1
1,8
6,8
6,8
1,8
1,1
1,1
5,5
6,6
6,8
10,1
10,5
10,8
10,7
10,1
10,7
4,5
4,5
6,6
6,6
4,4
5,3
6,1
4,4
6,8
6,1
6,6
6,8
6,6
6,8
6,6
6,6
4,4
9,6
6,6
6,6
4,5
6,6
5,1
6,6
4,4
6,6
6,6
6,5
6,6
6,8
6,6
4,4
6,6
4,5
