Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
svdd_decision_templates_agg_des,0.28934738914639657,0.29890109890109895,0.23199897136979264,0.2780046674445741,0.25141996379265086,0.26993441813090263,0.02475053172311215
parzen_ecoc_agg,0.30557635588428567,0.2674672489082969,0.146517181365605,0.20131845841785,0.22997753959002643,0.2301713568332128,0.05460301426263011
parzen_max_agg_desthr,0.44913129790902895,0.42679068957511024,0.31930454585267576,0.4005075916113807,0.399523711522065,0.3990515672940521,0.04390755898281794
svdd_max_agg,0.21797859315138812,0.288300119137875,0.21546254186977487,0.22690821129019534,0.3026717352893933,0.2502642401477253,0.03739598621930603
kmeans_max_agg,0.35365440054264885,0.31339874227683673,0.29514113186350244,0.24506894250294664,0.27417045825006037,0.29628673508719905,0.03659938309576603
kmeans_decision_templates_agg_desthr,0.44988769944287244,0.49521618730861094,0.3016899338721529,0.38256408722443247,0.32711280161654577,0.3912941418929229,0.07274251700203387
parzen_decision_templates_agg,0.35909202655084815,0.354007646478702,0.22488038277511946,0.3198731260489859,0.34664146674576135,0.3208989297198834,0.04987623003804294
svdd_ecoc_agg,0.10392533883599886,0.09311564286715801,0.06320851940913774,0.06695737797158563,0.08567404490965247,0.08257618479870654,0.0154629678981552
svdd_max_agg_desthr,0.34508911642017437,0.4017303344733639,0.30823975960778105,0.29146486929278703,0.3756627515566535,0.344437366270152,0.04092501883734065
svdd_ecoc_agg_des,0.1274586815810973,0.12126115297489737,0.08928487617140457,0.0855078155682979,0.11102636220622608,0.10690777770038465,0.0168157474289543
kmeans_ecoc_agg_des,0.1784676721473606,0.1864747238031469,0.11366115251772413,0.12193072542246308,0.14700063865912727,0.1495069825099644,0.02917872746670233
svdd_decision_templates_agg,0.259351620947631,0.2654863782680381,0.23836854316766398,0.21958584987057816,0.21732705992145274,0.2400238904350728,0.019786355124002095
kmeans_decision_templates_agg_des,0.3943961214886639,0.4102592388306674,0.33473935303700253,0.31311230499612164,0.3288747558001911,0.35627635483052933,0.03858780545411731
svdd_decision_templates_agg_desthr,0.3618392780403954,0.3677648251393818,0.2846651693362492,0.35393976806737515,0.4454721128173357,0.3627362306801474,0.05107599407383615
parzen_decision_templates_agg_des,0.44242278809779234,0.42649651582570736,0.2969971147651195,0.34130967666627754,0.4109916539017652,0.38364354985133237,0.05538782514016226
parzen_ecoc_agg_des,0.32271690720702795,0.3557946449092162,0.19127535426507358,0.24621608318464283,0.28987888392922057,0.2811763746990362,0.057747123244275174
kmeans_max_agg_des,0.3811344072887177,0.3190061283195065,0.302895763814264,0.27271941575558534,0.2838060331868226,0.3119123496729792,0.038077197565113255
kmeans_max_agg_desthr,0.42548140332366124,0.3445146014206787,0.3456336178594879,0.31444298122308867,0.295280042854592,0.34507052933630167,0.044460485889058446
parzen_decision_templates_agg_desthr,0.46920360925853266,0.47785720512596985,0.31796578637559403,0.3697542589185018,0.41420765027322404,0.4097977019903644,0.06036088715021508
kmeans_decision_templates_agg,0.38299817184643514,0.35944494180841546,0.30121632990631564,0.25773064866849293,0.3432447710570944,0.3289269726573507,0.04449008124305593
kmeans_ecoc_agg,0.1339905581782841,0.16253505835519777,0.081412750673451,0.07153196993963284,0.1024319243131786,0.11038045229194886,0.0337314436357013
svdd_max_agg_des,0.2578092461474386,0.32999532311755475,0.2415251328381366,0.22484562295677468,0.3364871555091039,0.2781324961138017,0.046233415370287814
parzen_max_agg,0.37964989059080967,0.36868602114448734,0.28612753112816003,0.38215376444031335,0.361640744390648,0.3556515903388837,0.03554615255946028
parzen_ecoc_agg_desthr,0.3812407260300664,0.48646292081695386,0.24388780780429287,0.29883311780096844,0.30173239955768516,0.3424313944019934,0.08428440091297583
kmeans_ecoc_agg_desthr,0.20549829217422844,0.29725067550032813,0.23519699471348288,0.2467524433997278,0.21643709118891885,0.2402270993953372,0.03191120442963609
svdd_ecoc_agg_desthr,0.2756764218663723,0.24526931978036937,0.22750917992656072,0.24805483512412008,0.18762816658186476,0.23682758465585746,0.029030885632777736
parzen_max_agg_des,0.3972818086976405,0.3894607009186799,0.3010768023960637,0.38215376444031335,0.3646055437100213,0.36691572403254374,0.03464873299712469
